type,timestamp,sessionID,uid,query,docid,rank,page,url,windowLocation,fromURL,toURL,clicked,fromPage,toPage
cursorEnteredSnippet,2026-03-19 10:45:07.743000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,7008,7,1,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_98,http://localhost:7001/result?query=how+long+do+foxs+live&page=1,,,,,
clickedResult,2026-03-19 10:45:08.096000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,7008,7,1,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_98,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_98,,,,,
cursorLeftSnippet,2026-03-19 10:45:08.245000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,7008,7,1,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_98,http://localhost:7001/result?query=how+long+do+foxs+live&page=1,,,,,
wentBack,2026-03-19 10:45:12.013000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,,,,,,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_98,http://localhost:7001/result?query=how+long+do+foxs+live&page=1,,,
cursorEnteredSnippet,2026-03-19 10:45:14.759000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,3304,9,1,https://www.africanstorybook.org/#,http://localhost:7001/result?query=how+long+do+foxs+live&page=1,,,,,
cursorLeftSnippet,2026-03-19 10:45:14.842000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,3304,9,1,https://www.africanstorybook.org/#,http://localhost:7001/result?query=how+long+do+foxs+live&page=1,,,,,
cursorEnteredSnippet,2026-03-19 10:45:14.893000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,7021,10,1,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_220,http://localhost:7001/result?query=how+long+do+foxs+live&page=1,,,,,
cursorLeftSnippet,2026-03-19 10:45:15.809000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,7021,10,1,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_220,http://localhost:7001/result?query=how+long+do+foxs+live&page=1,,,,,
pageNavigationClicked,2026-03-19 10:45:16.436000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,,,,,,,,,3,1.0,3.0
searchResultGenerated,2026-03-19 10:45:16.998000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,6886,1,3,http://www.gutenberg.org/files/14732/14732-h/14732-h.htm,http://localhost:7001/result?query=how+long+do+foxs+live&page=3,,,,,
searchResultGenerated,2026-03-19 10:45:16.999000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,6735,2,3,http://www.gutenberg.org/files/17767/17767-h/17767-h.htm,http://localhost:7001/result?query=how+long+do+foxs+live&page=3,,,,,
searchResultGenerated,2026-03-19 10:45:17+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,6487,3,3,http://www.gutenberg.org/files/24628/24628-h/24628-h.htm,http://localhost:7001/result?query=how+long+do+foxs+live&page=3,,,,,
searchResultGenerated,2026-03-19 10:45:17+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,5091,4,3,http://www.gutenberg.org/files/8559/8559-h/8559-h.htm#29,http://localhost:7001/result?query=how+long+do+foxs+live&page=3,,,,,
searchResultGenerated,2026-03-19 10:45:17.001000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,881,5,3,http://www.gutenberg.org/files/15164/15164-h/15164-h.htm#Page_37,http://localhost:7001/result?query=how+long+do+foxs+live&page=3,,,,,
searchResultGenerated,2026-03-19 10:45:17.002000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,3496,6,3,https://freekidsbooks.org/wp-content/uploads/2019/11/FKB-Kids-Stories-Sharks.pdf,http://localhost:7001/result?query=how+long+do+foxs+live&page=3,,,,,
searchResultGenerated,2026-03-19 10:45:17.002000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,3254,7,3,https://simple.wikipedia.org/wiki/Larva,http://localhost:7001/result?query=how+long+do+foxs+live&page=3,,,,,
searchResultGenerated,2026-03-19 10:45:17.003000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,2062,8,3,https://simple.wikipedia.org/wiki/Frog,http://localhost:7001/result?query=how+long+do+foxs+live&page=3,,,,,
searchResultGenerated,2026-03-19 10:45:17.004000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,4464,9,3,http://www.gutenberg.org/files/17160/17160-h/17160-h.htm#Page_164,http://localhost:7001/result?query=how+long+do+foxs+live&page=3,,,,,
searchResultGenerated,2026-03-19 10:45:17.005000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,6156,10,3,http://www.gutenberg.org/files/25301/25301-h/25301-h.htm,http://localhost:7001/result?query=how+long+do+foxs+live&page=3,,,,,
cursorEnteredSnippet,2026-03-19 10:45:17.761000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,6487,3,3,http://www.gutenberg.org/files/24628/24628-h/24628-h.htm,http://localhost:7001/result?query=how+long+do+foxs+live&page=3,,,,,
cursorLeftSnippet,2026-03-19 10:45:17.859000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,6487,3,3,http://www.gutenberg.org/files/24628/24628-h/24628-h.htm,http://localhost:7001/result?query=how+long+do+foxs+live&page=3,,,,,
cursorEnteredSnippet,2026-03-19 10:45:17.860000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,6735,2,3,http://www.gutenberg.org/files/17767/17767-h/17767-h.htm,http://localhost:7001/result?query=how+long+do+foxs+live&page=3,,,,,
cursorLeftSnippet,2026-03-19 10:45:17.943000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,6735,2,3,http://www.gutenberg.org/files/17767/17767-h/17767-h.htm,http://localhost:7001/result?query=how+long+do+foxs+live&page=3,,,,,
cursorEnteredSnippet,2026-03-19 10:45:17.943000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,6886,1,3,http://www.gutenberg.org/files/14732/14732-h/14732-h.htm,http://localhost:7001/result?query=how+long+do+foxs+live&page=3,,,,,
cursorLeftSnippet,2026-03-19 10:45:19.559000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,6886,1,3,http://www.gutenberg.org/files/14732/14732-h/14732-h.htm,http://localhost:7001/result?query=how+long+do+foxs+live&page=3,,,,,
cursorEnteredSnippet,2026-03-19 10:45:19.609000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,6735,2,3,http://www.gutenberg.org/files/17767/17767-h/17767-h.htm,http://localhost:7001/result?query=how+long+do+foxs+live&page=3,,,,,
clickedResult,2026-03-19 10:45:20.049000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,6735,2,3,http://www.gutenberg.org/files/17767/17767-h/17767-h.htm,http://www.gutenberg.org/files/17767/17767-h/17767-h.htm,,,,,
cursorLeftSnippet,2026-03-19 10:45:20.215000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,6735,2,3,http://www.gutenberg.org/files/17767/17767-h/17767-h.htm,http://localhost:7001/result?query=how+long+do+foxs+live&page=3,,,,,
cursorEnteredSnippet,2026-03-19 10:45:26.276000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,6156,10,3,http://www.gutenberg.org/files/25301/25301-h/25301-h.htm,http://localhost:7001/result?query=how+long+do+foxs+live&page=3,,,,,
cursorLeftSnippet,2026-03-19 10:45:26.325000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,6156,10,3,http://www.gutenberg.org/files/25301/25301-h/25301-h.htm,http://localhost:7001/result?query=how+long+do+foxs+live&page=3,,,,,
pageNavigationClicked,2026-03-19 10:45:27.187000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,,,,,,,,,5,3.0,5.0
searchResultGenerated,2026-03-19 10:45:27.766000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,6563,1,5,http://www.gutenberg.org/files/17530/17530-h/17530-h.htm,http://localhost:7001/result?query=how+long+do+foxs+live&page=5,,,,,
searchResultGenerated,2026-03-19 10:45:27.766000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,5506,2,5,http://www.gutenberg.org/files/28132/28132-h/28132-h.htm#Page_100,http://localhost:7001/result?query=how+long+do+foxs+live&page=5,,,,,
searchResultGenerated,2026-03-19 10:45:27.767000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,2892,3,5,https://www.africanstorybook.org/#,http://localhost:7001/result?query=how+long+do+foxs+live&page=5,,,,,
searchResultGenerated,2026-03-19 10:45:27.768000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,4418,4,5,http://www.gutenberg.org/cache/epub/9106/pg9106-images.html,http://localhost:7001/result?query=how+long+do+foxs+live&page=5,,,,,
searchResultGenerated,2026-03-19 10:45:27.768000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,2049,5,5,https://kids.frontiersin.org/article/10.3389/frym.2019.00156,http://localhost:7001/result?query=how+long+do+foxs+live&page=5,,,,,
searchResultGenerated,2026-03-19 10:45:27.769000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,1103,6,5,http://www.gutenberg.org/files/22168/22168-h/22168-h.htm#h2H_4_0008,http://localhost:7001/result?query=how+long+do+foxs+live&page=5,,,,,
searchResultGenerated,2026-03-19 10:45:27.770000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,4465,7,5,http://www.gutenberg.org/files/18561/18561-h/18561-h.htm#Barren,http://localhost:7001/result?query=how+long+do+foxs+live&page=5,,,,,
searchResultGenerated,2026-03-19 10:45:27.771000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,5006,8,5,http://www.gutenberg.org/cache/epub/6577/pg6577-images.html,http://localhost:7001/result?query=how+long+do+foxs+live&page=5,,,,,
searchResultGenerated,2026-03-19 10:45:27.771000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,460,9,5,http://www.gutenberg.org/cache/epub/10466/pg10466-images.html,http://localhost:7001/result?query=how+long+do+foxs+live&page=5,,,,,
searchResultGenerated,2026-03-19 10:45:27.772000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,6670,10,5,http://www.gutenberg.org/cache/epub/5834/pg5834-images.html,http://localhost:7001/result?query=how+long+do+foxs+live&page=5,,,,,
cursorEnteredSnippet,2026-03-19 10:45:27.785000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,2892,3,5,https://www.africanstorybook.org/#,http://localhost:7001/result?query=how+long+do+foxs+live&page=5,,,,,
cursorLeftSnippet,2026-03-19 10:45:27.807000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,2892,3,5,https://www.africanstorybook.org/#,http://localhost:7001/result?query=how+long+do+foxs+live&page=5,,,,,
cursorEnteredSnippet,2026-03-19 10:45:27.808000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,5506,2,5,http://www.gutenberg.org/files/28132/28132-h/28132-h.htm#Page_100,http://localhost:7001/result?query=how+long+do+foxs+live&page=5,,,,,
cursorLeftSnippet,2026-03-19 10:45:27.815000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,5506,2,5,http://www.gutenberg.org/files/28132/28132-h/28132-h.htm#Page_100,http://localhost:7001/result?query=how+long+do+foxs+live&page=5,,,,,
cursorEnteredSnippet,2026-03-19 10:45:33.009000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,460,9,5,http://www.gutenberg.org/cache/epub/10466/pg10466-images.html,http://localhost:7001/result?query=how+long+do+foxs+live&page=5,,,,,
cursorLeftSnippet,2026-03-19 10:45:33.058000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,460,9,5,http://www.gutenberg.org/cache/epub/10466/pg10466-images.html,http://localhost:7001/result?query=how+long+do+foxs+live&page=5,,,,,
cursorEnteredSnippet,2026-03-19 10:45:33.108000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,6670,10,5,http://www.gutenberg.org/cache/epub/5834/pg5834-images.html,http://localhost:7001/result?query=how+long+do+foxs+live&page=5,,,,,
clickedResult,2026-03-19 10:45:33.588000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,6670,10,5,http://www.gutenberg.org/cache/epub/5834/pg5834-images.html,http://www.gutenberg.org/cache/epub/5834/pg5834-images.html,,,,,
cursorLeftSnippet,2026-03-19 10:45:33.809000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,6670,10,5,http://www.gutenberg.org/cache/epub/5834/pg5834-images.html,http://localhost:7001/result?query=how+long+do+foxs+live&page=5,,,,,
cursorEnteredSnippet,2026-03-19 10:45:33.825000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,460,9,5,http://www.gutenberg.org/cache/epub/10466/pg10466-images.html,http://localhost:7001/result?query=how+long+do+foxs+live&page=5,,,,,
cursorLeftSnippet,2026-03-19 10:45:33.842000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,460,9,5,http://www.gutenberg.org/cache/epub/10466/pg10466-images.html,http://localhost:7001/result?query=how+long+do+foxs+live&page=5,,,,,
cursorEnteredSnippet,2026-03-19 10:45:40.291000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,6563,1,5,http://www.gutenberg.org/files/17530/17530-h/17530-h.htm,http://localhost:7001/result?query=how+long+do+foxs+live&page=5,,,,,
cursorLeftSnippet,2026-03-19 10:45:40.308000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,how long do foxs live,6563,1,5,http://www.gutenberg.org/files/17530/17530-h/17530-h.htm,http://localhost:7001/result?query=how+long+do+foxs+live&page=5,,,,,
queryBoxFocused,2026-03-19 10:45:41.206000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,,,,,,,,,,,
querySubmitted,2026-03-19 10:45:56.437000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,,,,,,,,,,
searchResultGenerated,2026-03-19 10:45:57.013000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,6154,1,1,http://www.gutenberg.org/files/20985/20985-h/20985-h.htm,http://localhost:7001/result?query=fox+sound&page=1,,,,,
searchResultGenerated,2026-03-19 10:45:57.014000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,3813,2,1,http://www.gutenberg.org/cache/epub/8075/pg8075-images.html,http://localhost:7001/result?query=fox+sound&page=1,,,,,
searchResultGenerated,2026-03-19 10:45:57.015000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,4474,3,1,https://www.commonlit.org/texts/the-fox-the-hen-and-the-drum,http://localhost:7001/result?query=fox+sound&page=1,,,,,
searchResultGenerated,2026-03-19 10:45:57.016000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,2891,4,1,https://www.africanstorybook.org/#,http://localhost:7001/result?query=fox+sound&page=1,,,,,
searchResultGenerated,2026-03-19 10:45:57.017000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,7175,5,1,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=fox+sound&page=1,,,,,
searchResultGenerated,2026-03-19 10:45:57.017000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,7034,6,1,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_294,http://localhost:7001/result?query=fox+sound&page=1,,,,,
searchResultGenerated,2026-03-19 10:45:57.018000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,5743,7,1,http://www.gutenberg.org/files/24479/24479-h/24479-h.htm#Page_167,http://localhost:7001/result?query=fox+sound&page=1,,,,,
searchResultGenerated,2026-03-19 10:45:57.019000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,5489,8,1,http://www.gutenberg.org/ebooks/19399,http://localhost:7001/result?query=fox+sound&page=1,,,,,
searchResultGenerated,2026-03-19 10:45:57.020000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,4465,9,1,http://www.gutenberg.org/files/18561/18561-h/18561-h.htm#Barren,http://localhost:7001/result?query=fox+sound&page=1,,,,,
searchResultGenerated,2026-03-19 10:45:57.022000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,3304,10,1,https://www.africanstorybook.org/#,http://localhost:7001/result?query=fox+sound&page=1,,,,,
cursorEnteredSnippet,2026-03-19 10:45:59.440000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,2891,4,1,https://www.africanstorybook.org/#,http://localhost:7001/result?query=fox+sound&page=1,,,,,
cursorLeftSnippet,2026-03-19 10:45:59.457000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,2891,4,1,https://www.africanstorybook.org/#,http://localhost:7001/result?query=fox+sound&page=1,,,,,
cursorEnteredSnippet,2026-03-19 10:45:59.524000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,2891,4,1,https://www.africanstorybook.org/#,http://localhost:7001/result?query=fox+sound&page=1,,,,,
cursorLeftSnippet,2026-03-19 10:45:59.624000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,2891,4,1,https://www.africanstorybook.org/#,http://localhost:7001/result?query=fox+sound&page=1,,,,,
cursorEnteredSnippet,2026-03-19 10:45:59.774000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,7175,5,1,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=fox+sound&page=1,,,,,
clickedResult,2026-03-19 10:46:00.349000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,7175,5,1,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://www.gutenberg.org/cache/epub/3152/pg3152.html,,,,,
cursorLeftSnippet,2026-03-19 10:46:00.740000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,7175,5,1,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=fox+sound&page=1,,,,,
wentBack,2026-03-19 10:46:02.705000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,,,,,,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=fox+sound&page=1,,,
cursorEnteredSnippet,2026-03-19 10:46:06.563000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,3304,10,1,https://www.africanstorybook.org/#,http://localhost:7001/result?query=fox+sound&page=1,,,,,
cursorLeftSnippet,2026-03-19 10:46:06.874000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,3304,10,1,https://www.africanstorybook.org/#,http://localhost:7001/result?query=fox+sound&page=1,,,,,
cursorEnteredSnippet,2026-03-19 10:46:08.190000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,6154,1,1,http://www.gutenberg.org/files/20985/20985-h/20985-h.htm,http://localhost:7001/result?query=fox+sound&page=1,,,,,
cursorLeftSnippet,2026-03-19 10:46:08.257000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,6154,1,1,http://www.gutenberg.org/files/20985/20985-h/20985-h.htm,http://localhost:7001/result?query=fox+sound&page=1,,,,,
cursorEnteredSnippet,2026-03-19 10:46:08.524000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,6154,1,1,http://www.gutenberg.org/files/20985/20985-h/20985-h.htm,http://localhost:7001/result?query=fox+sound&page=1,,,,,
clickedResult,2026-03-19 10:46:08.813000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,6154,1,1,http://www.gutenberg.org/files/20985/20985-h/20985-h.htm,http://www.gutenberg.org/files/20985/20985-h/20985-h.htm,,,,,
cursorLeftSnippet,2026-03-19 10:46:09.037000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,6154,1,1,http://www.gutenberg.org/files/20985/20985-h/20985-h.htm,http://localhost:7001/result?query=fox+sound&page=1,,,,,
wentBack,2026-03-19 10:46:12.586000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,,,,,,http://www.gutenberg.org/files/20985/20985-h/20985-h.htm,http://localhost:7001/result?query=fox+sound&page=1,,,
cursorEnteredSnippet,2026-03-19 10:46:14.757000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,3304,10,1,https://www.africanstorybook.org/#,http://localhost:7001/result?query=fox+sound&page=1,,,,,
cursorLeftSnippet,2026-03-19 10:46:14.789000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,3304,10,1,https://www.africanstorybook.org/#,http://localhost:7001/result?query=fox+sound&page=1,,,,,
pageNavigationClicked,2026-03-19 10:46:17.633000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,,,,,,,,,10,1.0,10.0
searchResultGenerated,2026-03-19 10:46:18.057000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,5327,1,10,http://www.gutenberg.org/files/8195/8195-h/8195-h.htm#17,http://localhost:7001/result?query=fox+sound&page=10,,,,,
searchResultGenerated,2026-03-19 10:46:18.058000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,2574,2,10,https://simple.wikipedia.org/wiki/Gramophone_record,http://localhost:7001/result?query=fox+sound&page=10,,,,,
searchResultGenerated,2026-03-19 10:46:18.059000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,5668,3,10,http://www.gutenberg.org/files/24476/24476-h/24476-h.htm#Page_82,http://localhost:7001/result?query=fox+sound&page=10,,,,,
searchResultGenerated,2026-03-19 10:46:18.060000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,3320,4,10,https://kids.frontiersin.org/article/10.3389/frym.2014.00002,http://localhost:7001/result?query=fox+sound&page=10,,,,,
searchResultGenerated,2026-03-19 10:46:18.061000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,7164,5,10,http://www.gutenberg.org/cache/epub/3152/pg3152.html,http://localhost:7001/result?query=fox+sound&page=10,,,,,
searchResultGenerated,2026-03-19 10:46:18.062000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,6493,6,10,http://www.gutenberg.org/files/20716/20716-h/20716-h.htm,http://localhost:7001/result?query=fox+sound&page=10,,,,,
searchResultGenerated,2026-03-19 10:46:18.063000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,4745,7,10,http://www.gutenberg.org/files/19721/19721-h/19721-h.htm,http://localhost:7001/result?query=fox+sound&page=10,,,,,
searchResultGenerated,2026-03-19 10:46:18.064000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,4273,8,10,http://www.gutenberg.org/files/18561/18561-h/18561-h.htm#Whistle,http://localhost:7001/result?query=fox+sound&page=10,,,,,
searchResultGenerated,2026-03-19 10:46:18.065000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,4842,9,10,http://www.gutenberg.org/files/22795/22795-h/22795-h.htm#Page_75,http://localhost:7001/result?query=fox+sound&page=10,,,,,
searchResultGenerated,2026-03-19 10:46:18.066000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,1154,10,10,http://www.gutenberg.org/files/6984/6984-h/6984-h.htm,http://localhost:7001/result?query=fox+sound&page=10,,,,,
cursorEnteredSnippet,2026-03-19 10:46:19.173000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,2574,2,10,https://simple.wikipedia.org/wiki/Gramophone_record,http://localhost:7001/result?query=fox+sound&page=10,,,,,
cursorLeftSnippet,2026-03-19 10:46:19.294000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,2574,2,10,https://simple.wikipedia.org/wiki/Gramophone_record,http://localhost:7001/result?query=fox+sound&page=10,,,,,
cursorEnteredSnippet,2026-03-19 10:46:19.990000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,5668,3,10,http://www.gutenberg.org/files/24476/24476-h/24476-h.htm#Page_82,http://localhost:7001/result?query=fox+sound&page=10,,,,,
clickedResult,2026-03-19 10:46:20.737000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,5668,3,10,http://www.gutenberg.org/files/24476/24476-h/24476-h.htm#Page_82,http://www.gutenberg.org/files/24476/24476-h/24476-h.htm#Page_82,,,,,
cursorLeftSnippet,2026-03-19 10:46:21.223000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,5668,3,10,http://www.gutenberg.org/files/24476/24476-h/24476-h.htm#Page_82,http://localhost:7001/result?query=fox+sound&page=10,,,,,
cursorEnteredSnippet,2026-03-19 10:46:26.739000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,4745,7,10,http://www.gutenberg.org/files/19721/19721-h/19721-h.htm,http://localhost:7001/result?query=fox+sound&page=10,,,,,
clickedResult,2026-03-19 10:46:27.191000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,4745,7,10,http://www.gutenberg.org/files/19721/19721-h/19721-h.htm,http://www.gutenberg.org/files/19721/19721-h/19721-h.htm,,,,,
cursorLeftSnippet,2026-03-19 10:46:27.412000+00:00,2db4a128-a7b0-462d-9432-0f66ce1c7a9f,Participant2,fox sound,4745,7,10,http://www.gutenberg.org/files/19721/19721-h/19721-h.htm,http://localhost:7001/result?query=fox+sound&page=10,,,,,
